text,labels
dādār čand drahnāy ast andarag zīndag ōy ī rist u-š guft ohrmazd kū čand ān#ī maxš parr spitāmān zarduxšt ayāb čand ān#ī šawāg parr andarag awēnāg,"B-N,B-DET,B-N,B-V,B-PRE,B-ADJ,B-PRONOUN,B-CONJ,B-N,B-CONJ,I-CONJ,I-CONJ,B-V,B-N,B-CONJ,B-DET,B-JUNK,I-JUNK,I-JUNK,B-N,B-N,B-N,B-N,B-CONJ,B-DET,B-JUNK,I-JUNK,I-JUNK,B-N,B-N,B-N,B-ADJ"
ēk ān kū kustīg pad dō se angust ast pad hamāg čāštag guft ud ka kam ast ē nē šāyēd,"B-NUM,B-PRONOUN,B-CONJ,B-N,B-PRE,B-NUM,B-NUM,B-N,B-V,B-PRE,B-DET,B-N,B-V,B-CONJ,B-CONJ,B-ADJ,B-V,B-MARKER,B-ADV,B-V"
ēk ēn kū pad frawardīgān šnūman ī drōn be-nihādag gāhānbār ud nōg-nāwar ud sidōš ud hōm drōn abārīg ardāy-fraward kunišn ud ka nē kunēd pad ēč čāštag ī nē šāyēd,"B-NUM,B-PRONOUN,B-CONJ,B-PRE,B-N,B-N,B-JUNK,B-N,B-N,I-N,I-N,B-N,B-CONJ,B-N,I-N,I-N,B-CONJ,B-N,B-CONJ,B-N,B-N,B-DET,B-N,I-N,I-N,B-V,B-CONJ,B-CONJ,B-ADV,B-V,B-PRE,B-DET,B-N,B-JUNK,B-ADV,B-V"
ēk ēn kū zan ka ābustan bawēd tā šāyēd ātaxš xūb-pahrēzīhā andar mān dārišn čē pad spand paydāg kū dugdōw ī zarduxšt mād ka pad zarduxšt ābustan būd se šab har šab-ē xwadāy-ē abāg ēw-sad#ud#panǰāh dēw ō wināstan ī zarduxšt dwārist#hēnd ud ātaxš andar mān būdan rāy čārag kardan nē dānist#hēnd,"B-NUM,B-PRONOUN,B-CONJ,B-N,B-CONJ,B-ADJ,B-V,B-CONJ,B-V,B-N,B-ADV,I-ADV,I-ADV,I-ADV,B-PRE,B-N,B-V,B-CONJ,B-PRE,B-N,B-ADJ,B-CONJ,B-N,I-N,I-N,I-N,B-JUNK,B-N,B-N,B-CONJ,B-PRE,B-N,B-ADJ,B-V,B-NUM,B-N,B-DET,B-N,I-N,I-N,B-N,I-N,I-N,B-PRE,B-NUM,I-NUM,I-NUM,I-NUM,I-NUM,I-NUM,I-NUM,B-N,B-PRE,B-N,I-N,I-N,B-JUNK,B-N,B-V,I-V,I-V,B-CONJ,B-N,B-PRE,B-N,B-N,B-POST,B-N,B-V,B-ADV,B-V,I-V,I-V"
ēk ēn kū hēnd az-iz hāwištān rāy ō yazišn ī yazadān kardan hamē šawēnd mēdwag? hamē hambaxsēnd ud agar ān hambaxsišn ud namb-ē az-iš be-burdan rāy kunēd nišīnān kunišn čē pad ǰud-dēw-dād az-pāy mēzišnīh rāy dastwarān čāšt kū paymānag hāmbun-iz ud ō har čē rasēd ōh bawēd ud ōy kē mēzēd ā-š abestāg pad čamišn be gōwišn pas tanāpuhl-ē wināh ō bun ud ka nē gōwēd garān-wināhtar,"B-NUM,B-PRONOUN,B-CONJ,B-V,B-PRE,I-PRE,I-PRE,B-N,B-POST,B-PRE,B-N,B-JUNK,B-N,B-N,B-MARKER,B-V,B-N,I-N,B-MARKER,B-V,B-CONJ,B-CONJ,B-DET,B-N,B-CONJ,B-N,I-N,I-N,B-PRE,I-PRE,I-PRE,B-N,I-N,I-N,B-POST,B-V,B-N,B-V,B-CONJ,B-PRE,B-N,I-N,I-N,I-N,I-N,B-ADV,I-ADV,I-ADV,B-N,B-POST,B-N,B-V,B-CONJ,B-N,B-ADV,I-ADV,I-ADV,B-CONJ,B-PRE,B-DET,B-PRONOUN,B-V,B-ADV,B-V,B-CONJ,B-PRONOUN,B-CONJ,B-V,B-CONJ,I-CONJ,I-CONJ,B-N,B-PRE,B-N,B-PRE,B-V,B-ADV,B-N,I-N,I-N,B-N,B-PRE,B-N,B-CONJ,B-CONJ,B-ADV,B-V,B-ADJ,I-ADJ,I-ADJ"
ēk ēn kū gāhān abar widardagān guftan pad sūdag nē dārišn čiyōn ēn se hād ī bun ī uštwad-gāh ka-iz pad rāh guftan nē šāyēd ka-iz mard-ē andar xānag abar gōwēd bēšāz,"B-NUM,B-PRONOUN,B-CONJ,B-N,B-PRE,B-N,B-V,B-PRE,B-ADJ,B-ADV,B-V,B-CONJ,B-DET,B-NUM,B-N,B-JUNK,B-N,B-JUNK,B-N,I-N,I-N,B-CONJ,I-CONJ,I-CONJ,B-PRE,B-N,B-V,B-ADV,B-V,B-CONJ,I-CONJ,I-CONJ,B-N,I-N,I-N,B-PRE,B-N,B-PRE,B-V,B-ADJ"
ēk ēn kū pad šab may ud sprahm ud ēč xwarišn-ē tis ō abāxtar rōn nē rēzišn čē druz ābus bawēd ka rēzēd yaθā-ahū-vairyō-ē gōwišn,"B-NUM,B-PRONOUN,B-CONJ,B-PRE,B-N,B-N,B-CONJ,B-N,B-CONJ,B-DET,B-N,I-N,I-N,B-N,B-PRE,B-N,B-POST,B-ADV,B-V,B-CONJ,B-N,B-ADJ,B-V,B-CONJ,B-V,B-N,I-N,I-N,I-N,I-N,I-N,I-N,B-V"
ēk ēn kū škoft pahrēzišn az adādīhā kuštan ī gōspandān sardagān čē pad stūdgar abar ōyšān kē gōspand adādīhā kušt pādifrāh ōwōn guft#ēstēd kū mōy ōyšān gōspandān tēx ī tēz homānāg bawēd ud ōy#ī adādīhā kuštār ōzanīhēd,"B-NUM,B-PRONOUN,B-CONJ,B-ADV,B-V,B-PRE,B-ADV,B-N,B-JUNK,B-N,B-N,B-CONJ,B-PRE,B-N,B-PRE,B-PRONOUN,B-CONJ,B-N,B-ADV,B-V,B-N,B-ADV,B-V,I-V,I-V,B-CONJ,B-N,B-PRONOUN,B-N,B-N,B-JUNK,B-ADJ,B-ADV,B-V,B-CONJ,B-JUNK,I-JUNK,I-JUNK,B-ADV,B-N,B-V"
az kuštan ī gōspand warrag ud wahīg ud gāw ī warzāg ud asp ī kārezārīg ud xar-gōš ud čihrāb ud xrōs ud wahman murwag ud murwag ī kāsgēnag ud az murw ī sār ud humāy ud parastūg wēš pahrēzišn,"B-PRE,B-N,B-JUNK,B-N,B-N,B-CONJ,B-N,B-CONJ,B-N,B-JUNK,B-N,B-CONJ,B-N,B-JUNK,B-ADJ,B-CONJ,B-N,I-N,I-N,B-CONJ,B-N,B-CONJ,B-N,B-CONJ,B-N,B-N,B-CONJ,B-N,B-JUNK,B-N,B-CONJ,B-PRE,B-N,B-JUNK,B-N,B-CONJ,B-N,B-CONJ,B-N,B-ADV,B-V"
zan ī ābustan kē be widerēd pad kam az čahār mard-ē ī-š hamwār pad ham-zōrīh andar hēnd nē stānišn čē abārīg nasā pas#az sag-dīdan ka pad dō mard pad ham-zōrīh abar stānēnd rēman nē bawēnd ud zan ī ābustan dō sag andar abāyēd kē ham-zōrīhā be nimāyišn pad čahār mard ham-zōrīhā abar stānēnd rēman nē bawēnd ud ka pad dō mard abar stānēnd pad pēšag šōyišn,"B-N,B-JUNK,B-ADJ,B-CONJ,B-PRE,B-V,B-PRE,B-ADJ,B-PRE,B-NUM,B-N,I-N,I-N,B-CONJ,I-CONJ,I-CONJ,B-ADV,B-PRE,B-N,I-N,I-N,B-POST,B-V,B-ADV,B-V,B-CONJ,B-DET,B-N,B-PRE,I-PRE,I-PRE,B-N,I-N,I-N,B-CONJ,B-PRE,B-NUM,B-N,B-PRE,B-N,I-N,I-N,B-PRE,B-V,B-ADJ,B-ADV,B-V,B-CONJ,B-N,B-JUNK,B-ADJ,B-NUM,B-N,B-PRE,B-V,B-CONJ,B-ADV,I-ADV,I-ADV,B-PRE,B-V,B-PRE,B-NUM,B-N,B-ADV,I-ADV,I-ADV,B-PRE,B-V,B-ADJ,B-ADV,B-V,B-CONJ,B-CONJ,B-PRE,B-NUM,B-N,B-PRE,B-V,B-PRE,B-N,B-V"
ēk ēn kū ka mardōm ī widardag rāy āmurzišn xwāhēnd ōwōn čimīgtar ka gōwēd kū hamē ka wināh ī man andar ōy be ǰast abāg ān ī ōy andar man ǰast be āmārēnēd ud wināh ī ēk pad did be šud ā-š wināh ī freh ī ōy andar man ǰast ēg-im ahlaw-dād kard,"B-NUM,B-PRONOUN,B-CONJ,B-CONJ,B-N,B-JUNK,B-ADJ,B-POST,B-N,B-V,B-ADV,B-ADJ,B-CONJ,B-V,B-CONJ,B-MARKER,B-CONJ,B-N,B-JUNK,B-PRONOUN,B-PRE,B-PRONOUN,B-PRE,B-V,B-PRE,B-PRONOUN,B-CONJ,B-PRONOUN,B-PRE,B-PRONOUN,B-V,B-PRE,B-V,B-CONJ,B-N,B-JUNK,B-NUM,B-PRE,B-PRONOUN,B-PRE,B-V,B-CONJ,I-CONJ,I-CONJ,B-N,B-JUNK,B-ADJ,B-CONJ,B-PRONOUN,B-PRE,B-PRONOUN,B-V,B-CONJ,I-CONJ,I-CONJ,B-N,I-N,I-N,B-V"
ēk ēn kū abēmōzag nē rawēd u-š sūd ēn-iz az-iš kū ka mōzag pad pāy ud pāy abar nasā nihēd ud nasā be nē ǰumbēnēd rēman nē bawēd ud ka mōzag nē pad pāy ud pāy abar nasā nihēd ud nē ǰumbēnēd bē ka ēwar dānēd kū sag-dīd ayāb nē pad sag-nē-dīd dārišn,"B-NUM,B-PRONOUN,B-CONJ,B-ADV,I-ADV,B-ADV,B-V,B-CONJ,I-CONJ,I-CONJ,B-N,B-PRONOUN,I-PRONOUN,I-PRONOUN,B-POST,I-POST,I-POST,B-CONJ,B-CONJ,B-N,B-PRE,B-N,B-CONJ,B-N,B-PRE,B-N,B-V,B-CONJ,B-N,B-PRE,B-ADV,B-V,B-ADJ,B-ADV,B-V,B-CONJ,B-CONJ,B-N,B-ADV,B-PRE,B-N,B-CONJ,B-N,B-PRE,B-N,B-V,B-CONJ,B-ADV,B-V,B-CONJ,B-CONJ,B-ADV,B-V,B-CONJ,B-ADJ,I-ADJ,I-ADJ,B-CONJ,B-ADV,B-PRE,B-ADJ,I-ADJ,I-ADJ,I-ADJ,I-ADJ,B-V"
ēk ēn kū pad duwārsruǰīt paydāg kū andar sāl rōz-ē nimūd#ēstēd kū har kē az čahārdah sāl se māh rōz-ē freh ā kustīg frāz bandišn ōwōn xūbtar kū ka andar pānzdah sāl ēstēd kustīg be bandēd kē pahrēzōmandtar ōwōn kū nō māhagān ī andar aškomb ī mādar abar gīrēnd,"B-NUM,B-PRONOUN,B-CONJ,B-PRE,B-N,B-ADJ,B-CONJ,B-PRE,B-N,B-N,I-N,I-N,B-V,I-V,I-V,B-CONJ,B-DET,B-PRONOUN,B-PRE,B-NUM,B-N,B-NUM,B-N,B-N,I-N,I-N,B-ADJ,B-ADV,B-N,B-ADV,B-V,B-ADV,B-ADJ,B-CONJ,B-CONJ,B-PRE,B-NUM,B-N,B-V,B-N,B-PRE,B-V,B-CONJ,B-ADJ,B-ADV,B-CONJ,B-NUM,B-N,B-JUNK,B-PRE,B-N,B-JUNK,B-N,B-PRE,B-V"
ēn-iz kū zan kē zāyēd dah zan ayārīh kardan rāy abāyēd panǰ zan pad gawārag kār framāyišn ud zan-ē padīrag ī suft ī hōy ud ēk suftag ī dašn kardan ud zan-ē dast andar gardan ī ōy abgandan ud zan-ē mayān ī ōy griftan ud zan-ē ka kōdag be zāyēd abar dāštan ud nāfag brīdan ātaxš buland kardan,"B-PRONOUN,I-PRONOUN,I-PRONOUN,B-CONJ,B-N,B-CONJ,B-V,B-NUM,B-N,B-N,B-N,B-POST,B-V,B-NUM,B-N,B-PRE,B-N,I-N,B-N,B-V,I-V,B-CONJ,B-N,I-N,I-N,B-N,B-JUNK,B-N,B-JUNK,B-ADJ,B-CONJ,B-NUM,B-N,I-N,B-JUNK,B-ADJ,B-V,B-CONJ,B-N,I-N,I-N,B-N,B-PRE,B-N,B-JUNK,B-PRONOUN,B-V,B-CONJ,B-N,I-N,I-N,B-N,B-JUNK,B-PRONOUN,B-V,B-CONJ,B-N,I-N,I-N,B-CONJ,B-N,B-PRE,B-V,B-PRE,B-V,B-CONJ,B-N,I-N,B-V,B-N,B-ADJ,B-V"
se rōz ud se šab mayān#ī ātaxš ud aburnāyīg kas nē widaštan ud aburnāyīg ō mard ud zan ī wināhgār nē nimūdan gōgird andak-ē sūdan pad āb ī urwar abar aburnāyīg handūdan fradom xwarišn parāhōm ud šabyār dādan,"B-NUM,B-N,B-CONJ,B-NUM,B-N,B-PRE,I-PRE,I-PRE,B-N,B-CONJ,B-N,B-PRONOUN,B-ADV,B-V,B-CONJ,B-N,B-PRE,B-N,B-CONJ,B-N,B-JUNK,B-ADJ,B-ADV,B-V,B-N,B-ADJ,I-ADJ,I-ADJ,B-V,I-V,B-PRE,B-N,B-JUNK,B-N,B-PRE,B-N,B-V,I-V,B-NUM,B-N,B-N,B-CONJ,B-N,I-N,B-N"
ēk ēn kū ka kas-ē mard ī abēwināh rāy be zanēd tā dard be nišīnēd har rōz tanāpuhl-ē wināh ō ōh bun bawēd,"B-NUM,B-PRONOUN,B-CONJ,B-CONJ,B-PRONOUN,I-PRONOUN,I-PRONOUN,B-N,B-JUNK,B-ADJ,B-POST,B-PRE,B-V,B-CONJ,B-N,B-PRE,B-V,B-DET,B-N,B-N,I-N,I-N,B-N,B-PRE,B-MARKER,B-N,B-V"
ēk ēn kū andar šahr ka dādwar ī drōzan gumārēnd ud pad wābarīgān dārēnd az wināh ud mihrōdruǰ ī ān dādwar kunēd andar ān šahr abr wārān kem ud šīrēnīh ud čarbīh ud bēšāzišnīh ud pēm gāwān ud gōspandān be kāhēd ud aburnāyīg andar aškomb mādar wēš tabāh bawēd,"B-NUM,B-PRONOUN,B-CONJ,B-PRE,B-N,B-CONJ,B-N,B-JUNK,B-ADJ,B-V,B-CONJ,B-PRE,B-ADJ,B-V,B-PRE,B-N,B-CONJ,B-N,B-CONJ,B-DET,B-N,B-V,B-PRE,B-DET,B-N,B-N,B-N,B-ADJ,B-CONJ,B-N,B-CONJ,B-N,B-CONJ,B-N,B-CONJ,B-N,B-N,B-CONJ,B-N,B-PRE,B-V,B-CONJ,B-N,B-PRE,B-N,B-N,B-ADV,B-ADJ,B-V"
ēk ēn kū mard ka zan nē kunēd marg-arzān nē bawēd ud zan ka šōy nē kunēd marg-arzān ōh bawēd čē zan bē#pad ham-gumēzišnīh ī abāg mardān frazand nē bawēd ud paywand az-iš nē rawēd mard ǰud#az zan ka abestāg čiyōn pad ǰud-dēw-dād guft#ēstēd be gōwēd paywand ī tan ī pasēn frāz rawēd,"B-NUM,B-PRONOUN,B-CONJ,B-N,B-CONJ,B-N,B-ADV,B-V,B-N,I-N,I-N,B-ADV,B-V,B-CONJ,B-N,B-CONJ,B-N,B-ADV,B-V,B-N,I-N,I-N,B-ADV,B-V,B-CONJ,B-N,B-PRE,I-PRE,I-PRE,B-N,I-N,I-N,B-JUNK,B-PRE,B-N,B-N,B-ADV,B-V,B-CONJ,B-N,B-PRE,I-PRE,I-PRE,B-ADV,B-V,B-N,B-PRE,I-PRE,I-PRE,B-N,B-CONJ,B-N,B-CONJ,B-PRE,B-N,I-N,I-N,I-N,I-N,B-V,I-V,I-V,B-PRE,B-V,B-N,B-JUNK,B-N,B-JUNK,B-ADJ,B-ADV,B-V"
ēk ēn kū dandān-freš pōst pāk be tāšišn čē dastwarān čāšt kū ka dandān-freš pad pōst ō dahān kard ud be ōftēd ud zan ī ābustan ka-š pāy abar nihēd pad nisēy būdan bīm hēnd,"B-NUM,B-PRONOUN,B-CONJ,B-N,I-N,I-N,B-N,B-ADJ,B-PRE,B-V,B-CONJ,B-N,B-V,B-CONJ,B-CONJ,B-N,I-N,I-N,B-PRE,B-N,B-PRE,B-N,B-V,B-CONJ,B-PRE,B-V,B-CONJ,B-N,B-JUNK,B-ADJ,B-CONJ,I-CONJ,I-CONJ,B-N,B-POST,B-V,B-PRE,B-ADJ,B-V,B-N,B-V"
ēk ēn kū pad frazand ī čagar padīriftan nigerišn kunišn čē pad čahārdahom nask ī huspāram dastwarān čāšt kū man pus tō-iz pus šāyēd man duxt tō-iz duxt nē šāyēd,"B-NUM,B-PRONOUN,B-CONJ,B-PRE,B-N,B-JUNK,B-N,B-N,B-N,B-V,B-CONJ,B-PRE,B-NUM,B-N,B-JUNK,B-N,B-N,B-V,B-CONJ,B-PRONOUN,B-N,B-PRONOUN,I-PRONOUN,I-PRONOUN,B-N,B-V,B-PRONOUN,B-N,B-PRONOUN,I-PRONOUN,I-PRONOUN,B-N,B-ADV,B-V"
ēk ēn kū abēr tuxšēd pad frazand-zāyišnīh ēwāz freh ī kirbag-handōzīh rāy čē pad nask nihādom dastwarān čāšt kū kār ud kirbag ī pus kunēd pid ēdōn bawēd čiyōn ka-š pad dast ī xwēš kard#hē ud pad dāmdād paydāg kū mād-iz kirbag ham-handāzag ī pid ō xwēšīh rasēd,"B-NUM,B-PRONOUN,B-CONJ,B-ADV,B-V,B-PRE,B-N,I-N,I-N,B-ADV,B-ADJ,B-JUNK,B-N,I-N,I-N,B-POST,B-CONJ,B-PRE,B-N,B-N,B-N,B-V,B-CONJ,B-N,B-CONJ,B-N,B-CONJ,B-N,B-V,B-N,B-ADV,B-V,B-CONJ,B-CONJ,I-CONJ,I-CONJ,B-PRE,B-N,B-JUNK,B-PRONOUN,B-V,I-V,I-V,B-CONJ,B-PRE,B-N,B-ADJ,B-CONJ,B-N,I-N,I-N,B-N,B-ADJ,I-ADJ,I-ADJ,B-JUNK,B-N,B-PRE,B-N,B-V"
ēk ēn kū tis be#ō arzānīgān dahēnd čand šāyēd ō xwarišn handāzišn čē pad nihādom dastwarān čāšt kū mard-ē gursnag nān dahēd abēr was ā-z har ān kirbag ī ōy pad sagrīh be kunēd ōy ēdōn bawēd čiyōn ka-š pad dast ī xwēš kard#hē,"B-NUM,B-PRONOUN,B-CONJ,B-N,B-PRE,I-PRE,I-PRE,B-N,B-V,B-ADV,B-V,B-PRE,B-N,B-N,B-CONJ,B-PRE,B-N,B-N,B-V,B-CONJ,B-N,I-N,I-N,B-ADJ,B-N,B-V,B-ADV,B-ADJ,B-CONJ,I-CONJ,I-CONJ,B-DET,B-DET,B-N,B-CONJ,B-PRONOUN,B-PRE,B-N,B-PRE,B-V,B-PRONOUN,B-ADV,B-V,B-ADV,B-CONJ,I-CONJ,I-CONJ,B-PRE,B-N,B-JUNK,B-PRONOUN,B-V,I-V,I-V"
ēk ēn kū ka xufsēd pad frārōnīh ud abēwināhīh xuftišn ašem#wohū-ē be gōwišn ud ka wigrād#ēstēd ham-gōnag ka ēdōn kunēd har wēn āwarišn-ē se srōšōčaranām kirbag ast dah dram-sang ud dāng čahār purr-sang bawēd,"B-NUM,B-PRONOUN,B-CONJ,B-CONJ,B-V,B-PRE,B-N,B-CONJ,B-N,B-V,B-N,I-N,I-N,I-N,I-N,B-PRE,B-V,B-CONJ,B-CONJ,B-V,I-V,I-V,B-ADV,I-ADV,I-ADV,B-CONJ,B-ADV,B-V,B-DET,B-N,B-N,I-N,I-N,B-NUM,B-N,B-N,B-V,B-NUM,B-N,I-N,I-N,B-CONJ,B-N,B-NUM,B-N,I-N,I-N,B-V"
ēk ēn kū ka kār-ē ayāb dādestān-ē frāz rasēd ud nē dānēd kū wināh ayāb kirbag ka-š tuwān ā-š be hilišn nē kunišn čiyōn gōwēd pad sagādom kū nē čegām-iz-ē zarduxšt abāg wuzurg wizīnišnīh ud ka nē dānēd kū wināh ayāb kirbag franāmišn kū nē kunišn čē ohrmazd xrad harwisp-āgāh be se bār pad zarduxšt pad ēw kār abar burd,"B-NUM,B-PRONOUN,B-CONJ,B-CONJ,B-N,I-N,I-N,B-CONJ,B-N,I-N,I-N,B-ADV,B-V,B-CONJ,B-ADV,B-V,B-CONJ,B-N,B-CONJ,B-N,B-CONJ,I-CONJ,I-CONJ,B-V,B-CONJ,I-CONJ,I-CONJ,B-PRE,B-V,B-ADV,B-V,B-ADV,B-V,B-PRE,B-N,B-CONJ,B-ADV,B-ADV,I-ADV,I-ADV,I-ADV,I-ADV,B-N,B-PRE,B-ADJ,B-N,B-CONJ,B-CONJ,B-ADV,B-V,B-CONJ,B-N,B-CONJ,B-N,B-N,B-CONJ,B-ADV,B-V,B-CONJ,B-N,B-N,B-ADJ,I-ADJ,I-ADJ,B-PRE,B-NUM,B-N,B-PRE,B-N,B-PRE,B-NUM,B-N,B-PRE,B-V"
ēk ēn kū abestāg ud zand ka be xwast kū tā abestāg ud zand ka-š warm be kard ōh gōwišn be nē ǰōyišn čē pad ǰūdan bayān ud ahunawar garāntar,"B-NUM,B-PRONOUN,B-CONJ,B-N,B-CONJ,B-N,B-CONJ,B-PRE,B-V,B-CONJ,B-CONJ,B-N,B-CONJ,B-N,B-CONJ,I-CONJ,I-CONJ,B-N,B-PRE,B-V,B-ADV,B-V,B-PRE,B-ADV,B-V,B-CONJ,B-PRE,B-N,B-N,B-CONJ,B-N,B-ADJ"
čiyōn gōwēd pad baγ kū az ān#ī man zarduxšt baγ-yaštārīh ī az ahunawar dranǰist kū warm be kunēd abāz be kū be ǰōyēd čand nēmag ayāb srišwadag ayāb čahrušwadag ayāb panǰwadag be ōy pāyēm man kē ohrmazd hēm ruwān az ān#ī pahlom axw kū-š abāz dārēm pad ān and zahāy čand pahnāy ī ēn zamīg,"B-ADV,B-V,B-PRE,B-N,B-CONJ,B-PRE,B-JUNK,I-JUNK,I-JUNK,B-PRONOUN,B-N,B-N,I-N,I-N,B-CONJ,B-PRE,B-N,B-V,B-CONJ,B-N,B-PRE,B-V,B-ADV,B-PRE,B-CONJ,B-PRE,B-V,B-DET,B-N,B-CONJ,B-NUM,B-CONJ,B-NUM,B-CONJ,B-NUM,B-PRE,B-PRONOUN,B-V,B-PRONOUN,B-CONJ,B-N,B-V,B-N,B-PRE,B-JUNK,I-JUNK,I-JUNK,B-ADJ,B-N,B-CONJ,I-CONJ,I-CONJ,B-ADV,B-V,B-PRE,B-DET,B-DET,B-N,B-DET,B-N,B-JUNK,B-DET,B-N"
ēk ēn kū andar ǰud-dēw-dād haft ēwēnag tis guft#ēstēd ka mard wihān ī margīh ān bawēd tā gāh ī pēš pad-iš andar āyēd nasrušt abar nē dwārēd ud pad ēn čim ēn-iz wehān nēk kū hammis nasā pad gāh ī pēš sag xūbīhā abāz nimūdan,"B-NUM,B-PRONOUN,B-CONJ,B-PRE,B-N,I-N,I-N,I-N,I-N,B-NUM,B-N,B-N,B-V,I-V,I-V,B-CONJ,B-N,B-N,B-JUNK,B-N,B-PRONOUN,B-V,B-PRE,B-N,B-JUNK,B-ADV,B-PRE,I-PRE,I-PRE,B-PRE,B-V,B-N,B-PRE,B-ADV,B-V,B-CONJ,B-PRE,B-DET,B-N,B-PRONOUN,I-PRONOUN,I-PRONOUN,B-N,B-ADJ,B-CONJ,B-DET,B-N,B-PRE,B-N,B-JUNK,B-ADV,B-N,B-ADV,B-ADV,B-V"
ka pad nigerišn tis-ē pēš#ī ātaxš nihēd ud tan brāh nē wēnēd nē gōwišn,"B-CONJ,B-PRE,B-N,B-PRONOUN,I-PRONOUN,I-PRONOUN,B-PRE,I-PRE,I-PRE,B-N,B-V,B-CONJ,B-N,B-N,B-ADV,B-V,B-ADV,B-V"
pad šab kē be xufsēd dast be šōyišn,"B-PRE,B-N,B-CONJ,B-PRE,B-V,B-N,B-PRE,B-V"
ēk ēn kū ādurbād māraspand guft ka har kas-ē be widerēd padām ud wastarag-iz az dāsrān xūb kunišn ka-š ruwān āsāntar bawēd frazaft pad drōd ud šādīh,"B-NUM,B-PRONOUN,B-CONJ,B-N,B-N,B-V,B-CONJ,B-DET,B-PRONOUN,I-PRONOUN,I-PRONOUN,B-PRE,B-V,B-N,B-CONJ,B-N,I-N,I-N,B-PRE,B-N,B-ADJ,B-V,B-CONJ,I-CONJ,I-CONJ,B-N,B-ADJ,B-V,B-V,B-PRE,B-N,B-CONJ,B-N"
pad nām ī yazdān,"B-PRE,B-N,B-JUNK,B-N"
āzādīh ī az yazadān ud wehān andar har gāh ud zamān guftan ud hangārdan sazāgwār pad-nāmčišt andar rōzgār-ē ī pad ēn ēwēnag,"B-N,B-JUNK,B-PRE,B-N,B-CONJ,B-N,B-PRE,B-DET,B-N,B-CONJ,B-N,B-N,B-CONJ,B-N,B-ADJ,B-ADV,I-ADV,I-ADV,B-PRE,B-N,I-N,I-N,B-CONJ,B-PRE,B-DET,B-N"
gōš andar dārēd ašmā wehān ēdar mad ēstēd tā abar stāyēnīdārīh ī ēn sūr āfrīn az yazadān ud spās-dārīh ī ēn mēzdbān rāy saxwan gōwēm,"B-N,B-PRE,B-V,B-PRONOUN,B-N,B-ADV,B-V,I-V,B-CONJ,B-PRE,B-N,B-JUNK,B-DET,B-N,B-N,B-PRE,B-N,B-CONJ,B-N,I-N,I-N,B-JUNK,B-DET,B-N,B-POST,B-N,B-V"
hamāg-zōhr bawēd hamāg-zōhr ohrmazd ī xwadāy kē pad mēnōgān ud gētīgān mahist kē hamāg ēn dām ud dahišn dād ud pad-iš pānag ud dāštār būd ēstēd,"B-ADJ,I-ADJ,I-ADJ,B-V,B-ADJ,I-ADJ,I-ADJ,B-N,B-JUNK,B-N,B-CONJ,B-PRE,B-N,B-CONJ,B-N,B-ADJ,B-CONJ,B-DET,B-DET,B-N,B-CONJ,B-N,B-V,B-CONJ,B-PRE,I-PRE,I-PRE,B-ADJ,B-CONJ,B-ADJ,B-V,I-V"
hamāg-zōhr ēn haft amahraspand ī pad garōdmān hēnd ohrmazd wahman ud ardwahišt ud šahrewar ud spandarmad ud hordād ud amurdād,"B-ADJ,I-ADJ,I-ADJ,B-DET,B-NUM,B-N,B-CONJ,B-PRE,B-N,B-V,B-N,B-N,B-CONJ,B-N,B-CONJ,B-N,B-CONJ,B-N,B-CONJ,B-N,B-CONJ,B-N"
hamāg-zōhr ēn haft wahišt kē pad nērang pad bālāy ēk pad miharg-pāyag dō pad star-pāyag se pad māh-payag čahār pad xwaršēd-pāyag panǰ pad harburz-pāyag šaš pad asar-rōšnīh haftom pad rōšn garōdmān ī was-rōšnīh ī hučihr brāzāgtom ī purr-huīh ī purr-nēkīh kē pēš-gāh ī ohrmazd ī xwadāy xwad pad mēnōgān xwadāyīh kē ēn haft amahraspand hamāgzōhr ēn haft kišwar arzah sawah ud fradadafš ud wīdadafš wōrūbaršt wōrūǰaršt kē pad mayān xwanirah ī bāmīg ī was-hambār ī purr-mardōm ī purr-nēkīh,"B-ADJ,I-ADJ,I-ADJ,B-DET,B-NUM,B-N,B-CONJ,B-PRE,B-N,B-PRE,B-N,B-NUM,B-PRE,B-N,I-N,I-N,I-N,I-N,B-NUM,B-PRE,B-N,I-N,I-N,B-NUM,B-PRE,B-N,I-N,I-N,I-N,B-NUM,B-PRE,B-N,I-N,I-N,B-NUM,B-PRE,B-N,I-N,I-N,I-N,B-NUM,B-PRE,B-N,I-N,I-N,B-NUM,B-PRE,B-ADJ,B-N,B-JUNK,B-ADJ,I-ADJ,I-ADJ,B-JUNK,B-ADJ,B-ADJ,I-ADJ,I-ADJ,B-JUNK,B-ADJ,I-ADJ,I-ADJ,I-ADJ,B-JUNK,B-ADJ,I-ADJ,I-ADJ,B-CONJ,B-N,I-N,I-N,B-JUNK,B-N,B-JUNK,B-N,B-PRONOUN,B-PRE,B-N,B-N,B-CONJ,B-DET,B-NUM,B-N,B-ADJ,I-ADJ,B-DET,B-NUM,B-N,B-N,B-N,B-CONJ,B-N,B-CONJ,B-N,B-N,B-N,B-CONJ,B-PRE,B-N,B-N,B-JUNK,B-ADJ,B-JUNK,B-ADJ,I-ADJ,I-ADJ,B-JUNK,B-ADJ,I-ADJ,I-ADJ,B-JUNK,B-ADJ,I-ADJ,I-ADJ"
